scope_type,scope_code,year,property_type,sales,q1_eur_m2,median_eur_m2,q3_eur_m2,reason
epci,243500782,2016,Maison,507,1746.0,2245.0,2995.0,
epci,243500782,2017,Appartement,331,2140.0,2823.0,3522.0,
epci,243500782,2017,Maison,599,1820.0,2289.0,3075.0,
epci,243500782,2018,Appartement,324,2418.0,3127.0,4103.0,
epci,243500782,2018,Maison,546,1893.0,2500.0,3257.0,
epci,243500782,2019,Appartement,392,2657.0,3333.0,4261.0,
epci,243500782,2019,Maison,589,1905.0,2549.0,3624.0,
epci,243500782,2020,Appartement,348,2914.0,3613.0,4444.0,
epci,243500782,2020,Maison,569,2175.0,2857.0,3977.0,
epci,243500782,2021,Appartement,211,3309.0,4250.0,5163.0,
epci,243500782,2021,Maison,480,2296.0,3095.0,4209.0,
epci,243500782,2022,Appartement,134,3739.0,4501.0,5414.0,
epci,243500782,2022,Maison,408,2636.0,3450.0,4568.0,
epci,243500782,2023,Appartement,96,3817.0,4546.0,5279.0,
epci,243500782,2023,Maison,298,2608.0,3339.0,4903.0,
epci,243500782,2024,Appartement,102,3565.0,4414.0,5565.0,
epci,243500782,2024,Maison,301,2740.0,3667.0,4693.0,
epci,243500782,2025,Appartement,100,3720.0,4439.0,5556.0,
epci,243500782,2025,Maison,355,2628.0,3459.0,4532.0,
commune,35001,2014,Maison,21,2143.0,2152.0,2500.0,
commune,35001,2015,Maison,26,1924.0,2134.0,2430.0,
commune,35001,2016,Maison,46,1907.0,2359.0,2536.0,
commune,35001,2017,Maison,29,2060.0,2282.0,2512.0,
commune,35001,2018,Maison,39,1982.0,2378.0,2705.0,
commune,35001,2019,Maison,30,2309.0,2416.0,2741.0,
commune,35001,2020,Appartement,1,,,,support insuffisant : 1 < 15
commune,35001,2020,Maison,31,2387.0,2708.0,2950.0,
commune,35001,2021,Maison,35,2701.0,2952.0,3257.0,
commune,35001,2022,Appartement,2,,,,support insuffisant : 2 < 15
commune,35001,2022,Maison,29,2810.0,3366.0,3637.0,
commune,35001,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35001,2023,Maison,19,3048.0,3165.0,3325.0,
commune,35001,2024,Appartement,2,,,,support insuffisant : 2 < 15
commune,35001,2024,Maison,17,2890.0,3060.0,3412.0,
commune,35001,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35001,2025,Maison,17,2821.0,3088.0,3374.0,
commune,35002,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35002,2015,Maison,7,,,,support insuffisant : 7 < 15
commune,35002,2016,Maison,10,,,,support insuffisant : 10 < 15
commune,35002,2017,Maison,8,,,,support insuffisant : 8 < 15
commune,35002,2018,Maison,14,,,,support insuffisant : 14 < 15
commune,35002,2019,Maison,14,,,,support insuffisant : 14 < 15
commune,35002,2020,Maison,8,,,,support insuffisant : 8 < 15
commune,35002,2021,Maison,12,,,,support insuffisant : 12 < 15
commune,35002,2022,Maison,8,,,,support insuffisant : 8 < 15
commune,35002,2023,Maison,7,,,,support insuffisant : 7 < 15
commune,35002,2024,Maison,6,,,,support insuffisant : 6 < 15
commune,35002,2025,Maison,7,,,,support insuffisant : 7 < 15
commune,35003,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35003,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35003,2016,Maison,8,,,,support insuffisant : 8 < 15
commune,35003,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35003,2018,Maison,5,,,,support insuffisant : 5 < 15
commune,35003,2019,Maison,8,,,,support insuffisant : 8 < 15
commune,35003,2020,Maison,12,,,,support insuffisant : 12 < 15
commune,35003,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35003,2022,Maison,4,,,,support insuffisant : 4 < 15
commune,35003,2023,Maison,9,,,,support insuffisant : 9 < 15
commune,35003,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35003,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35004,2014,Maison,7,,,,support insuffisant : 7 < 15
commune,35004,2015,Maison,8,,,,support insuffisant : 8 < 15
commune,35004,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35004,2017,Maison,10,,,,support insuffisant : 10 < 15
commune,35004,2018,Appartement,1,,,,support insuffisant : 1 < 15
commune,35004,2018,Maison,11,,,,support insuffisant : 11 < 15
commune,35004,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35004,2019,Maison,16,991.0,1099.0,1414.0,
commune,35004,2020,Maison,27,648.0,917.0,1131.0,
commune,35004,2021,Maison,28,685.0,1198.0,1467.0,
commune,35004,2022,Maison,24,1011.0,1294.0,1671.0,
commune,35004,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35004,2023,Maison,15,759.0,1111.0,1486.0,
commune,35004,2024,Maison,19,1018.0,1349.0,1772.0,
commune,35004,2025,Maison,18,819.0,1093.0,1741.0,
commune,35005,2015,Maison,1,,,,support insuffisant : 1 < 15
commune,35005,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35005,2018,Maison,2,,,,support insuffisant : 2 < 15
commune,35005,2019,Maison,1,,,,support insuffisant : 1 < 15
commune,35005,2020,Maison,1,,,,support insuffisant : 1 < 15
commune,35005,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35005,2023,Maison,1,,,,support insuffisant : 1 < 15
commune,35005,2025,Maison,2,,,,support insuffisant : 2 < 15
commune,35006,2014,Maison,9,,,,support insuffisant : 9 < 15
commune,35006,2015,Appartement,2,,,,support insuffisant : 2 < 15
commune,35006,2015,Maison,25,1358.0,1480.0,1733.0,
commune,35006,2016,Maison,17,1528.0,1625.0,1889.0,
commune,35006,2017,Maison,24,1207.0,1458.0,1726.0,
commune,35006,2018,Maison,30,1171.0,1474.0,1633.0,
commune,35006,2019,Maison,36,1366.0,1605.0,1830.0,
commune,35006,2020,Appartement,2,,,,support insuffisant : 2 < 15
commune,35006,2020,Maison,29,1494.0,1682.0,1900.0,
commune,35006,2021,Maison,26,1636.0,1804.0,2067.0,
commune,35006,2022,Maison,31,1769.0,2159.0,2402.0,
commune,35006,2023,Appartement,3,,,,support insuffisant : 3 < 15
commune,35006,2023,Maison,13,,,,support insuffisant : 13 < 15
commune,35006,2024,Appartement,3,,,,support insuffisant : 3 < 15
commune,35006,2024,Maison,26,1772.0,2087.0,2371.0,
commune,35006,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35006,2025,Maison,17,1732.0,2046.0,2325.0,
commune,35007,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35007,2016,Maison,6,,,,support insuffisant : 6 < 15
commune,35007,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35007,2018,Maison,4,,,,support insuffisant : 4 < 15
commune,35007,2019,Maison,6,,,,support insuffisant : 6 < 15
commune,35007,2020,Maison,5,,,,support insuffisant : 5 < 15
commune,35007,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35007,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35007,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35007,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35007,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35008,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35008,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35008,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35008,2018,Maison,2,,,,support insuffisant : 2 < 15
commune,35008,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35008,2020,Maison,4,,,,support insuffisant : 4 < 15
commune,35008,2021,Maison,4,,,,support insuffisant : 4 < 15
commune,35008,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35008,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35008,2025,Maison,1,,,,support insuffisant : 1 < 15
commune,35009,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35009,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35009,2016,Maison,6,,,,support insuffisant : 6 < 15
commune,35009,2017,Maison,12,,,,support insuffisant : 12 < 15
commune,35009,2018,Maison,9,,,,support insuffisant : 9 < 15
commune,35009,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35009,2019,Maison,9,,,,support insuffisant : 9 < 15
commune,35009,2020,Maison,13,,,,support insuffisant : 13 < 15
commune,35009,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35009,2022,Maison,7,,,,support insuffisant : 7 < 15
commune,35009,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35009,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35009,2025,Maison,4,,,,support insuffisant : 4 < 15
commune,35010,2014,Maison,4,,,,support insuffisant : 4 < 15
commune,35010,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35010,2016,Maison,7,,,,support insuffisant : 7 < 15
commune,35010,2017,Maison,8,,,,support insuffisant : 8 < 15
commune,35010,2018,Maison,12,,,,support insuffisant : 12 < 15
commune,35010,2019,Maison,7,,,,support insuffisant : 7 < 15
commune,35010,2020,Maison,5,,,,support insuffisant : 5 < 15
commune,35010,2021,Maison,11,,,,support insuffisant : 11 < 15
commune,35010,2022,Maison,4,,,,support insuffisant : 4 < 15
commune,35010,2023,Maison,4,,,,support insuffisant : 4 < 15
commune,35010,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35010,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35012,2014,Appartement,6,,,,support insuffisant : 6 < 15
commune,35012,2014,Maison,40,1320.0,1496.0,1689.0,
commune,35012,2015,Appartement,5,,,,support insuffisant : 5 < 15
commune,35012,2015,Maison,48,1396.0,1638.0,1777.0,
commune,35012,2016,Appartement,5,,,,support insuffisant : 5 < 15
commune,35012,2016,Maison,56,1414.0,1651.0,1903.0,
commune,35012,2017,Appartement,5,,,,support insuffisant : 5 < 15
commune,35012,2017,Maison,54,1381.0,1612.0,1768.0,
commune,35012,2018,Appartement,4,,,,support insuffisant : 4 < 15
commune,35012,2018,Maison,57,1376.0,1681.0,1874.0,
commune,35012,2019,Appartement,2,,,,support insuffisant : 2 < 15
commune,35012,2019,Maison,62,1380.0,1693.0,1909.0,
commune,35012,2020,Appartement,7,,,,support insuffisant : 7 < 15
commune,35012,2020,Maison,52,1669.0,1784.0,1975.0,
commune,35012,2021,Appartement,4,,,,support insuffisant : 4 < 15
commune,35012,2021,Maison,44,1701.0,1974.0,2165.0,
commune,35012,2022,Appartement,3,,,,support insuffisant : 3 < 15
commune,35012,2022,Maison,57,1900.0,2309.0,2565.0,
commune,35012,2023,Appartement,3,,,,support insuffisant : 3 < 15
commune,35012,2023,Maison,42,1789.0,2182.0,2421.0,
commune,35012,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35012,2024,Maison,30,1877.0,2077.0,2285.0,
commune,35012,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35012,2025,Maison,38,2027.0,2354.0,2675.0,
commune,35013,2014,Maison,15,1174.0,1372.0,1616.0,
commune,35013,2015,Maison,21,976.0,1278.0,1469.0,
commune,35013,2016,Maison,30,1054.0,1316.0,1435.0,
commune,35013,2017,Maison,20,1061.0,1358.0,1418.0,
commune,35013,2018,Maison,29,906.0,1160.0,1538.0,
commune,35013,2019,Maison,31,1124.0,1394.0,1673.0,
commune,35013,2020,Maison,27,1053.0,1429.0,1610.0,
commune,35013,2021,Maison,10,,,,support insuffisant : 10 < 15
commune,35013,2022,Maison,15,1379.0,1780.0,2066.0,
commune,35013,2023,Maison,11,,,,support insuffisant : 11 < 15
commune,35013,2024,Maison,15,1639.0,1812.0,2017.0,
commune,35013,2025,Maison,14,,,,support insuffisant : 14 < 15
commune,35014,2014,Maison,15,695.0,1146.0,1475.0,
commune,35014,2015,Maison,15,806.0,1250.0,1454.0,
commune,35014,2016,Appartement,1,,,,support insuffisant : 1 < 15
commune,35014,2016,Maison,10,,,,support insuffisant : 10 < 15
commune,35014,2017,Maison,17,926.0,1266.0,1461.0,
commune,35014,2018,Maison,20,777.0,1438.0,1631.0,
commune,35014,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35014,2019,Maison,21,1436.0,1690.0,1903.0,
commune,35014,2020,Maison,14,,,,support insuffisant : 14 < 15
commune,35014,2021,Maison,13,,,,support insuffisant : 13 < 15
commune,35014,2022,Maison,18,1922.0,2048.0,2279.0,
commune,35014,2023,Maison,13,,,,support insuffisant : 13 < 15
commune,35014,2024,Maison,5,,,,support insuffisant : 5 < 15
commune,35014,2025,Maison,6,,,,support insuffisant : 6 < 15
commune,35015,2014,Maison,8,,,,support insuffisant : 8 < 15
commune,35015,2015,Maison,14,,,,support insuffisant : 14 < 15
commune,35015,2016,Maison,12,,,,support insuffisant : 12 < 15
commune,35015,2017,Maison,19,1263.0,1368.0,1486.0,
commune,35015,2018,Maison,14,,,,support insuffisant : 14 < 15
commune,35015,2019,Maison,13,,,,support insuffisant : 13 < 15
commune,35015,2020,Maison,14,,,,support insuffisant : 14 < 15
commune,35015,2021,Maison,15,1196.0,1472.0,1851.0,
commune,35015,2022,Maison,14,,,,support insuffisant : 14 < 15
commune,35015,2023,Maison,11,,,,support insuffisant : 11 < 15
commune,35015,2024,Maison,6,,,,support insuffisant : 6 < 15
commune,35015,2025,Maison,13,,,,support insuffisant : 13 < 15
commune,35016,2014,Maison,12,,,,support insuffisant : 12 < 15
commune,35016,2015,Maison,12,,,,support insuffisant : 12 < 15
commune,35016,2016,Maison,15,1303.0,1491.0,1625.0,
commune,35016,2017,Maison,16,1424.0,1597.0,1976.0,
commune,35016,2018,Maison,20,1156.0,1585.0,1782.0,
commune,35016,2019,Maison,22,1495.0,1697.0,1931.0,
commune,35016,2020,Maison,17,1145.0,1520.0,1685.0,
commune,35016,2021,Maison,20,1717.0,1991.0,2347.0,
commune,35016,2022,Maison,12,,,,support insuffisant : 12 < 15
commune,35016,2023,Maison,15,1981.0,2136.0,2455.0,
commune,35016,2024,Maison,9,,,,support insuffisant : 9 < 15
commune,35016,2025,Maison,5,,,,support insuffisant : 5 < 15
commune,35017,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35017,2016,Maison,2,,,,support insuffisant : 2 < 15
commune,35017,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35017,2018,Maison,1,,,,support insuffisant : 1 < 15
commune,35017,2019,Maison,4,,,,support insuffisant : 4 < 15
commune,35017,2020,Maison,4,,,,support insuffisant : 4 < 15
commune,35017,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35017,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35017,2023,Maison,3,,,,support insuffisant : 3 < 15
commune,35017,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35017,2025,Maison,2,,,,support insuffisant : 2 < 15
commune,35018,2014,Maison,1,,,,support insuffisant : 1 < 15
commune,35018,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35018,2017,Maison,2,,,,support insuffisant : 2 < 15
commune,35018,2018,Maison,1,,,,support insuffisant : 1 < 15
commune,35018,2019,Maison,5,,,,support insuffisant : 5 < 15
commune,35018,2020,Maison,2,,,,support insuffisant : 2 < 15
commune,35018,2021,Maison,2,,,,support insuffisant : 2 < 15
commune,35018,2024,Maison,1,,,,support insuffisant : 1 < 15
commune,35018,2025,Maison,3,,,,support insuffisant : 3 < 15
commune,35019,2014,Maison,5,,,,support insuffisant : 5 < 15
commune,35019,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35019,2016,Maison,12,,,,support insuffisant : 12 < 15
commune,35019,2017,Maison,6,,,,support insuffisant : 6 < 15
commune,35019,2018,Maison,3,,,,support insuffisant : 3 < 15
commune,35019,2019,Maison,5,,,,support insuffisant : 5 < 15
commune,35019,2020,Maison,7,,,,support insuffisant : 7 < 15
commune,35019,2021,Maison,6,,,,support insuffisant : 6 < 15
commune,35019,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35019,2023,Maison,8,,,,support insuffisant : 8 < 15
commune,35019,2024,Maison,3,,,,support insuffisant : 3 < 15
commune,35019,2025,Maison,8,,,,support insuffisant : 8 < 15
commune,35021,2014,Maison,11,,,,support insuffisant : 11 < 15
commune,35021,2015,Maison,3,,,,support insuffisant : 3 < 15
commune,35021,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35021,2017,Maison,8,,,,support insuffisant : 8 < 15
commune,35021,2018,Maison,9,,,,support insuffisant : 9 < 15
commune,35021,2019,Maison,10,,,,support insuffisant : 10 < 15
commune,35021,2020,Maison,14,,,,support insuffisant : 14 < 15
commune,35021,2021,Maison,14,,,,support insuffisant : 14 < 15
commune,35021,2022,Maison,12,,,,support insuffisant : 12 < 15
commune,35021,2023,Maison,6,,,,support insuffisant : 6 < 15
commune,35021,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35021,2025,Maison,7,,,,support insuffisant : 7 < 15
commune,35022,2014,Maison,2,,,,support insuffisant : 2 < 15
commune,35022,2015,Maison,5,,,,support insuffisant : 5 < 15
commune,35022,2016,Maison,3,,,,support insuffisant : 3 < 15
commune,35022,2017,Maison,2,,,,support insuffisant : 2 < 15
commune,35022,2018,Maison,8,,,,support insuffisant : 8 < 15
commune,35022,2019,Maison,1,,,,support insuffisant : 1 < 15
commune,35022,2020,Maison,7,,,,support insuffisant : 7 < 15
commune,35022,2021,Maison,3,,,,support insuffisant : 3 < 15
commune,35022,2022,Maison,5,,,,support insuffisant : 5 < 15
commune,35022,2023,Maison,2,,,,support insuffisant : 2 < 15
commune,35022,2024,Maison,4,,,,support insuffisant : 4 < 15
commune,35022,2025,Maison,1,,,,support insuffisant : 1 < 15
commune,35023,2014,Appartement,3,,,,support insuffisant : 3 < 15
commune,35023,2014,Maison,19,1585.0,1830.0,1960.0,
commune,35023,2015,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2015,Maison,22,1696.0,1937.0,2065.0,
commune,35023,2016,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2016,Maison,19,1494.0,1667.0,1956.0,
commune,35023,2017,Appartement,2,,,,support insuffisant : 2 < 15
commune,35023,2017,Maison,27,1433.0,1875.0,2049.0,
commune,35023,2018,Appartement,2,,,,support insuffisant : 2 < 15
commune,35023,2018,Maison,28,1684.0,1828.0,2098.0,
commune,35023,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2019,Maison,33,1694.0,1969.0,2151.0,
commune,35023,2020,Appartement,4,,,,support insuffisant : 4 < 15
commune,35023,2020,Maison,30,1497.0,2025.0,2222.0,
commune,35023,2021,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2021,Maison,40,2170.0,2498.0,2708.0,
commune,35023,2022,Maison,28,2204.0,2438.0,2705.0,
commune,35023,2023,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2023,Maison,16,2418.0,2782.0,2970.0,
commune,35023,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2024,Maison,18,2126.0,2541.0,2759.0,
commune,35023,2025,Appartement,1,,,,support insuffisant : 1 < 15
commune,35023,2025,Maison,21,2135.0,2422.0,2717.0,
commune,35024,2014,Appartement,2,,,,support insuffisant : 2 < 15
commune,35024,2014,Maison,66,2063.0,2413.0,2756.0,
commune,35024,2015,Appartement,3,,,,support insuffisant : 3 < 15
commune,35024,2015,Maison,95,1952.0,2166.0,2483.0,
commune,35024,2016,Appartement,1,,,,support insuffisant : 1 < 15
commune,35024,2016,Maison,55,2017.0,2339.0,2681.0,
commune,35024,2017,Maison,62,2133.0,2515.0,2731.0,
commune,35024,2018,Maison,77,2103.0,2548.0,2946.0,
commune,35024,2019,Appartement,1,,,,support insuffisant : 1 < 15
commune,35024,2019,Maison,74,2355.0,2723.0,3116.0,
commune,35024,2020,Appartement,1,,,,support insuffisant : 1 < 15
commune,35024,2020,Maison,70,2506.0,2965.0,3291.0,
commune,35024,2021,Appartement,1,,,,support insuffisant : 1 < 15
commune,35024,2021,Maison,74,2834.0,3226.0,3524.0,
commune,35024,2022,Appartement,4,,,,support insuffisant : 4 < 15
commune,35024,2022,Maison,56,3299.0,3604.0,4072.0,
commune,35024,2023,Appartement,5,,,,support insuffisant : 5 < 15
commune,35024,2023,Maison,65,3084.0,3521.0,3857.0,
commune,35024,2024,Appartement,1,,,,support insuffisant : 1 < 15
commune,35024,2024,Maison,33,3085.0,3535.0,3825.0,
commune,35024,2025,Maison,58,2854.0,3308.0,3762.0,
commune,35025,2014,Maison,3,,,,support insuffisant : 3 < 15
commune,35025,2015,Maison,9,,,,support insuffisant : 9 < 15
commune,35025,2016,Maison,5,,,,support insuffisant : 5 < 15
commune,35025,2017,Maison,7,,,,support insuffisant : 7 < 15
commune,35025,2018,Maison,7,,,,support insuffisant : 7 < 15
commune,35025,2019,Maison,7,,,,support insuffisant : 7 < 15
commune,35025,2020,Maison,9,,,,support insuffisant : 9 < 15
commune,35025,2021,Maison,13,,,,support insuffisant : 13 < 15
commune,35025,2022,Maison,3,,,,support insuffisant : 3 < 15
commune,35025,2024,Maison,7,,,,support insuffisant : 7 < 15
commune,35025,2025,Maison,4,,,,support insuffisant : 4 < 15
commune,35026,2017,Maison,1,,,,support insuffisant : 1 < 15
commune,35026,2018,Maison,1,,,,support insuffisant : 1 < 15
commune,35026,2021,Maison,1,,,,support insuffisant : 1 < 15
commune,35026,2024,Maison,1,,,,support insuffisant : 1 < 15
